80	60	2019-07-01T06:40:00.000	{1152,1663,1002,3856,700}
80	70	2019-07-01T06:40:00.000	{1926,1656,2514,2607,840,1989}
81	13	2019-07-01T06:45:00.000	{2256,1099,4195,4566}
81	67	2019-07-01T06:45:00.000	{3411,1901,711,3512,2012}
81	30	2019-07-01T06:45:00.000	{663,4048,3255,4264,1227,961,1533}
81	72	2019-07-01T06:45:00.000	{1410,3029,3217,839,4219,3528}
81	14	2019-07-01T06:45:00.000	{2131,3684,46,3334,2939}
81	15	2019-07-01T06:45:00.000	{2761,3770,4130,3210,854,65}
81	65	2019-07-01T06:45:00.000	{148,443,1041,2916,4567}
81	0	2019-07-01T06:45:00.000	{2160,2570,3448,4421,1925,1254}
81	73	2019-07-01T06:45:00.000	{4500,632,2724,2836}
81	82	2019-07-01T06:45:00.000	{3989,3203,982,4114,3454}
81	83	2019-07-01T06:45:00.000	{3964,3656,2476,1019,2810}
81	22	2019-07-01T06:45:00.000	{4293,2426,1532,1137,1480}
81	89	2019-07-01T06:45:00.000	{4263,65,854,3210,4130}
81	26	2019-07-01T06:45:00.000	{65,4263,270,1462,1415}
81	23	2019-07-01T06:45:00.000	{3685,4013,4542,2007,1874,3325}
81	28	2019-07-01T06:45:00.000	{2492,4311,2529,1533,961}
81	60	2019-07-01T06:45:00.000	{700,1313,4554,1061,3686}
81	3	2019-07-01T06:45:00.000	{173,2401,2310,3583,2394}
81	54	2019-07-01T06:45:00.000	{3052,1913,3059,3652,323}
81	42	2019-07-01T06:45:00.000	{88,1991,2236,765,2810}
81	1	2019-07-01T06:45:00.000	{3357,1898,2432,990,2286,1405}
81	2	2019-07-01T06:45:00.000	{1818,1509,4256,1499}
81	47	2019-07-01T06:45:00.000	{4425,3052,1913,3059,3652}
81	93	2019-07-01T06:45:00.000	{4101,1508,3919,4452,2450}
81	20	2019-07-01T06:45:00.000	{3814,338,3363,2035,1720,104}
81	70	2019-07-01T06:45:00.000	{1989,2817,2922,657}
81	94	2019-07-01T06:45:00.000	{220,2247,2420,3378,1403,3989}
81	57	2019-07-01T06:45:00.000	{2739,214,4545,2298,3927,4021}
81	62	2019-07-01T06:45:00.000	{532,3057,411,3390,1475}
82	82	2019-07-01T06:50:00.000	{3454,2350,1824,3070,3299}
82	89	2019-07-01T06:50:00.000	{4130,3770,2761,4316,4240}
82	28	2019-07-01T06:50:00.000	{961,1227,4264,3255,4048,663}
82	62	2019-07-01T06:50:00.000	{1475,236,3031,286,11}
82	83	2019-07-01T06:50:00.000	{2810,765,2236,1991,88,3662}
82	54	2019-07-01T06:50:00.000	{323,1076,3143,4419,1212,3126}
82	93	2019-07-01T06:50:00.000	{2450,676,2080,4146,4040,3233}
82	24	2019-07-01T06:50:00.000	{4181,3685,4013,4542}
82	67	2019-07-01T06:50:00.000	{2012,1947,3924,1,4228,3564}
82	13	2019-07-01T06:50:00.000	{4566,3403,936,3962,2000,3586}
82	23	2019-07-01T06:50:00.000	{3325,1583,4537,1147,4418}
82	73	2019-07-01T06:50:00.000	{2836,2974,594,2891,4225}
82	60	2019-07-01T06:50:00.000	{3686,3598,1819,1650,3333,2099}
82	69	2019-07-01T06:50:00.000	{3958,1205,4014,2410,4187}
82	20	2019-07-01T06:50:00.000	{104,4110,3383,45,2561}
82	15	2019-07-01T06:50:00.000	{65,4263,270,1462,1415}
82	70	2019-07-01T06:50:00.000	{657,486,4372,870,1061}
82	14	2019-07-01T06:50:00.000	{2939,1495,1410,3029,3217,839}
82	94	2019-07-01T06:50:00.000	{3989,3203,982,4114,3454}
82	57	2019-07-01T06:50:00.000	{4021,2283,2586,1785,4455,1496}
82	47	2019-07-01T06:50:00.000	{3652,323,1076,3143,4419,1212}
82	0	2019-07-01T06:50:00.000	{1254,2272,3027,17,2448}
82	42	2019-07-01T06:50:00.000	{2810,1019,2476,3656,3964,3058}
82	3	2019-07-01T06:50:00.000	{2394,2077,1038,4491,901}
82	22	2019-07-01T06:50:00.000	{1480,1667,1616,4051,2635}
82	65	2019-07-01T06:50:00.000	{4567,101,2680,1959,2799,1419}
82	72	2019-07-01T06:50:00.000	{3528,2730,767,3272,3222}
82	2	2019-07-01T06:50:00.000	{1499,621,3951,4381,2552,4062}
82	1	2019-07-01T06:50:00.000	{1405,2767,3678,1678,920}
82	26	2019-07-01T06:50:00.000	{1415,828,4513,2434,4225,2891}
82	30	2019-07-01T06:50:00.000	{1533,2529,4311,2492,493}
83	57	2019-07-01T06:55:00.000	{1496,1297,4464,4112,1223}
83	93	2019-07-01T06:55:00.000	{3233,3205,2759,3439,144}
83	3	2019-07-01T06:55:00.000	{901,644,875,1951,792,2859}
83	28	2019-07-01T06:55:00.000	{663,3797,2288,4168,1489,3398}
83	55	2019-07-01T06:55:00.000	{1300,2293,513,376,276,55}
83	30	2019-07-01T06:55:00.000	{493,498,2802,2832,1548}
83	14	2019-07-01T06:55:00.000	{839,4219,3528,2730,767}
83	73	2019-07-01T06:55:00.000	{4225,2434,4513,828,1415,1462}
83	2	2019-07-01T06:55:00.000	{4062,2629,2315,2227,1152,1663}
83	15	2019-07-01T06:55:00.000	{1415,828,4513,2434,4225,2891}
83	72	2019-07-01T06:55:00.000	{3222,57,238,3853,4360}
83	13	2019-07-01T06:55:00.000	{3586,3189,215,91,227}
83	22	2019-07-01T06:55:00.000	{2635,1565,2269,56,1711,2850}
83	82	2019-07-01T06:55:00.000	{3299,3534,3108,2709,4127,2807}
83	69	2019-07-01T06:55:00.000	{4187,522,4521,2385}
83	54	2019-07-01T06:55:00.000	{3126,2281,763,4097,1325,3876}
83	94	2019-07-01T06:55:00.000	{3454,2350,1824,3070,3299}
83	10	2019-07-01T06:55:00.000	{2947,2255,1338,2332,153}
83	31	2019-07-01T06:55:00.000	{1604,1318,3170,3430,257}
83	89	2019-07-01T06:55:00.000	{4240,3867,4113,122,1064,4370}
83	62	2019-07-01T06:55:00.000	{11,4523,3337,2191,2505}
83	26	2019-07-01T06:55:00.000	{2891,594,2974,2836,2724}
83	97	2019-07-01T06:55:00.000	{2741,3661,1302,1352,438}
83	24	2019-07-01T06:55:00.000	{4542,2007,1874,3325,1583,4537}
83	21	2019-07-01T06:55:00.000	{2512,2626,2899,1703,1390}
83	0	2019-07-01T06:55:00.000	{2448,4297,126,3763,4080}
83	67	2019-07-01T06:55:00.000	{3564,2030,2469,3145,4387}
